"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","diffexpressed"
"ENSG00000115705",24.2042492132762,-1.50292256165149,0.295422706979733,-5.08736304333774,3.63076401899144e-07,3.24126334209585e-06,"TPO","DOWN"
"ENSG00000162975",5.2617078245639,2.63214916248723,0.617246888932525,4.26433767376179,2.00496040325084e-05,0.000140794431291481,"KCNF1","UP"
"ENSG00000143878",15589.5521083158,1.38498429877106,0.0233652716716235,59.2753347033875,0,0,"RHOB","UP"
"ENSG00000143869",66.2703915330808,1.56375197968225,0.156013775715001,10.0231660474575,1.20577252336439e-23,3.50416045636206e-22,"GDF7","UP"
"ENSG00000157856",6.45429509272789,-1.08409226481985,0.414153820547293,-2.61760778492216,0.00885485181604751,0.0344811689971424,"DRC1","DOWN"
"ENSG00000138030",47.0373992487671,-1.5213389553059,0.193682360996476,-7.85481417863126,4.00365274448933e-15,7.21650766635529e-14,"KHK","DOWN"
"ENSG00000084734",41.3933956693087,-1.41070745817237,0.238034229965144,-5.92648989340291,3.09478422902522e-09,3.46124772565343e-08,"GCKR","DOWN"
"ENSG00000272716",2.33436003705214,2.76546748750656,0.98232938344472,2.81521405560418,0.00487447541764011,0.0205854774512009,"SLC30A6-DT","UP"
"ENSG00000049323",2459.91406374849,1.14519033546587,0.0324339157802732,35.3084204578959,4.3611658492604e-273,4.11912114462645e-270,"LTBP1","UP"
"ENSG00000162882",14.4770683826096,2.74539645454209,0.884136156161479,3.10517383030841,0.001901672285557,0.00896272192469353,"HAAO","UP"
"ENSG00000169604",687.349359342547,1.00166286168457,0.0550755954995937,18.1870545855824,6.53594853341059e-74,7.34905165453131e-72,"ANTXR1","UP"
"ENSG00000239322",4.20159799390138,-2.52025092989763,0.733460945961402,-3.43610787155702,0.000590135952109129,0.00313930389618176,"ATP6V1B1-AS1","DOWN"
"ENSG00000280721",20.9302621505722,1.82154536090308,0.240096398234554,7.58672505833919,3.28092240747065e-14,5.55346095673124e-13,"LINC01943","UP"
"ENSG00000196460",10.976543012223,-1.10161488165563,0.406113042490932,-2.71258188335635,0.00667612848481797,0.0270917437332355,"RFX8","DOWN"
"ENSG00000144057",8.87991555260325,3.99068271463052,0.877511740018151,4.54772572563869,5.42287440545134e-06,4.1523347190505e-05,"ST6GAL2","UP"
"ENSG00000144063",585.653286392308,-1.01464953607224,0.0610378535936203,-16.6232833616267,4.72713155722298e-62,4.35587878614352e-60,"MALL","DOWN"
"ENSG00000163083",24.2948161043986,-1.07221484723688,0.242040083557968,-4.42990611916596,9.42741194573631e-06,6.94825640479746e-05,"INHBB","DOWN"
"ENSG00000152128",182.482278330605,-1.23665709161591,0.0892236228184057,-13.8601981465473,1.10369164983333e-43,6.53565368819799e-42,"TMEM163","DOWN"
"ENSG00000197635",217.189986550816,-1.26418012935344,0.086284762612372,-14.6512558078496,1.32248585378411e-48,9.25250288073401e-47,"DPP4","DOWN"
"ENSG00000078098",7.88449812861373,1.32718164167892,0.426688617044898,3.11042195329824,0.00186820258791047,0.00882479291963711,"FAP","UP"
"ENSG00000169432",257.433974349455,-1.66260051586496,0.0829940212790435,-20.0327745329383,2.85310544285357e-89,4.27739379488127e-87,"SCN9A","DOWN"
"ENSG00000163092",162.123195975305,-1.00459501898077,0.119016174677501,-8.44082765811399,3.15098451634456e-17,6.59159440905302e-16,"XIRP2","DOWN"
"ENSG00000115252",6.8764071801579,-1.12327021618668,0.4130070858213,-2.71973594339904,0.00653340659091546,0.0265821697756817,"PDE1A","DOWN"
"ENSG00000115461",121.20136895371,-1.37558014746749,0.246835172279291,-5.57286927452559,2.50577601219917e-08,2.55583741201093e-07,"IGFBP5","DOWN"
"ENSG00000127824",124.941075894278,-1.04495199955021,0.121252385434193,-8.61799127339503,6.8138873049073e-18,1.49320569825637e-16,"TUBA4A","DOWN"
